set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.875,1.0,1.0,0.8,1.0,1.0,0.95652173913
Run2,0.75,0.857142857143,1.0,0.666666666667,0.909090909091,1.0,0.869565217391
Run3,0.875,1.0,1.0,0.833333333333,1.0,1.0,0.95652173913
Run4,0.875,1.0,1.0,0.75,1.0,1.0,0.95652173913
Run5,1.0,1.0,1.0,0.8,0.888888888889,1.0,0.952380952381
Run6,1.0,0.888888888889,0.75,0.6,0.833333333333,1.0,0.875
Run7,0.5,0.666666666667,0.333333333333,0.2,1.0,1.0,0.727272727273
Run8,1.0,1.0,1.0,0.8,0.909090909091,1.0,0.95652173913
Run9,0.875,0.875,0.75,0.75,1.0,1.0,0.913043478261
Run10,0.75,0.75,0.75,0.6,0.9,1.0,0.818181818182
Run11,1.0,0.888888888889,0.75,1.0,1.0,1.0,0.958333333333
Run12,0.625,0.833333333333,0.6,0.5,1.0,0.916666666667,0.791666666667
Run13,0.875,1.0,1.0,0.8,1.0,1.0,0.952380952381
Run14,0.875,0.875,0.75,0.75,1.0,1.0,0.913043478261
Run15,0.875,1.0,1.0,0.6,0.909090909091,1.0,0.909090909091
Run16,1.0,0.888888888889,0.75,0.75,0.916666666667,1.0,0.916666666667
Run17,0.875,0.875,1.0,0.6,0.833333333333,1.0,0.869565217391
Run18,0.875,1.0,1.0,0.75,1.0,1.0,0.954545454545
Run19,0.75,1.0,1.0,0.571428571429,0.916666666667,1.0,0.875
Run20,0.875,0.777777777778,0.5,0.5,0.909090909091,1.0,0.826086956522
Run21,1.0,0.888888888889,0.75,1.0,1.0,1.0,0.958333333333
Run22,1.0,1.0,0.8,0.666666666667,0.818181818182,0.9,0.875
Run23,1.0,0.8,0.5,1.0,0.916666666667,0.916666666667,0.875
Run24,0.875,0.875,0.75,0.6,0.909090909091,1.0,0.869565217391
Run25,0.875,1.0,1.0,0.8,1.0,1.0,0.954545454545
set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.7,0.933333333333,0.925,0.711538461538,0.925,0.973684210526,0.85
Run2,0.5,0.952380952381,0.975,0.661016949153,1.0,1.0,0.825
Run3,0.825,1.0,1.0,0.8,0.925,1.0,0.916666666667
Run4,0.775,0.794871794872,0.8,0.727272727273,0.925,1.0,0.833333333333
Run5,0.8,0.914285714286,0.95,0.826086956522,0.975,1.0,0.908333333333
Run6,0.7,0.823529411765,0.875,0.714285714286,0.925,1.0,0.833333333333
Run7,0.725,0.725,0.725,0.725,1.0,1.0,0.816666666667
Run8,0.775,0.939393939394,0.95,0.791666666667,0.975,1.0,0.9
Run9,0.742857142857,0.928571428571,0.942857142857,0.767441860465,0.971428571429,1.0,0.885714285714
Run10,0.8,0.888888888889,0.9,0.818181818182,1.0,1.0,0.9
Run11,0.9,0.947368421053,0.925,0.90243902439,1.0,0.975609756098,0.941666666667
Run12,0.95,0.904761904762,0.9,0.857142857143,0.9,1.0,0.916666666667
Run13,0.575,0.676470588235,0.825,0.589285714286,0.725,0.966666666667,0.708333333333
Run14,0.942857142857,0.868421052632,0.857142857143,0.909090909091,0.971428571429,1.0,0.92380952381
Run15,0.85,0.894736842105,0.9,0.765957446809,0.875,1.0,0.875
Run16,0.95,0.904761904762,0.925,0.925,0.95,1.0,0.941666666667
Run17,0.875,0.813953488372,0.8,0.820512820513,0.95,1.0,0.875
Run18,0.65,0.838709677419,0.9,0.72,0.95,0.974358974359,0.833333333333
Run19,0.914285714286,0.820512820513,0.8,0.903225806452,1.0,1.0,0.904761904762
Run20,0.825,0.80487804878,0.825,0.825,0.975,1.0,0.875
Run21,0.925,0.90243902439,0.9,0.923076923077,1.0,1.0,0.941666666667
Run22,0.857142857143,0.882352941176,0.885714285714,0.837837837838,0.971428571429,1.0,0.904761904762
Run23,0.9,0.837209302326,0.875,0.897435897436,0.95,1.0,0.908333333333
Run24,0.875,0.813953488372,0.8,0.864864864865,1.0,1.0,0.891666666667
Run25,0.475,0.904761904762,0.95,0.655172413793,1.0,0.975609756098,0.808333333333
set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.782608695652,0.947368421053,0.916666666667,0.6875,0.9,0.9,0.844444444444
Run2,0.857142857143,1.0,1.0,0.833333333333,1.0,1.0,0.933333333333
Run3,0.818181818182,0.9,0.857142857143,0.75,1.0,1.0,0.866666666667
Run4,0.695652173913,0.888888888889,0.8,0.6,0.9,0.9,0.770833333333
Run5,0.782608695652,0.947368421053,0.9375,0.681818181818,0.846153846154,1.0,0.846153846154
Run6,0.954545454545,0.954545454545,0.769230769231,0.833333333333,0.875,0.777777777778,0.883720930233
Run7,0.782608695652,0.947368421053,0.928571428571,0.722222222222,1.0,1.0,0.863636363636
Run8,0.75,1.0,0.909090909091,0.588235294118,0.6,0.75,0.777777777778
Run9,0.818181818182,1.0,1.0,0.777777777778,1.0,1.0,0.909090909091
Run10,0.85,1.0,1.0,0.777777777778,0.857142857143,1.0,0.90243902439
Run11,0.9,0.9,0.923076923077,0.857142857143,0.6,0.75,0.868421052632
Run12,0.857142857143,0.947368421053,0.928571428571,0.866666666667,1.0,0.857142857143,0.90243902439
Run13,0.772727272727,0.85,0.769230769231,0.666666666667,1.0,1.0,0.80487804878
Run14,0.954545454545,0.913043478261,0.9375,0.882352941176,0.75,1.0,0.913043478261
Run15,0.772727272727,1.0,1.0,0.761904761905,1.0,1.0,0.891304347826
Run16,0.863636363636,0.904761904762,0.8,0.857142857143,0.666666666667,0.4,0.825
Run17,0.85,0.944444444444,0.9375,0.833333333333,1.0,1.0,0.904761904762
Run18,0.869565217391,1.0,1.0,0.823529411765,1.0,1.0,0.933333333333
Run19,0.913043478261,0.84,0.533333333333,0.8,1.0,0.727272727273,0.804347826087
Run20,0.761904761905,0.888888888889,0.857142857143,0.705882352941,1.0,1.0,0.820512820513
Run21,0.904761904762,0.863636363636,0.857142857143,0.857142857143,0.75,1.0,0.871794871795
Run22,0.913043478261,0.913043478261,0.8,0.8,0.923076923077,0.923076923077,0.882352941176
Run23,0.8,0.941176470588,0.923076923077,0.75,1.0,1.0,0.861111111111
Run24,0.809523809524,0.894736842105,0.818181818182,0.692307692308,1.0,1.0,0.837837837838
Run25,0.727272727273,1.0,1.0,0.666666666667,1.0,1.0,0.860465116279
set,and precision, and recall, or precision, or recall, not precision, not recall, accuracy
Run1,0.875,0.736842105263,0.583333333333,0.7,0.842105263158,0.888888888889,0.787234042553
Run2,1.0,0.761904761905,0.583333333333,0.777777777778,0.894736842105,1.0,0.851063829787
Run3,1.0,0.761904761905,0.538461538462,1.0,1.0,0.947368421053,0.872340425532
Run4,1.0,0.761904761905,0.454545454545,1.0,1.0,0.952380952381,0.872340425532
Run5,0.9375,0.833333333333,0.666666666667,0.8,0.941176470588,0.941176470588,0.866666666667
Run6,0.75,0.8,0.75,0.6,0.9,1.0,0.8125
Run7,0.625,0.833333333333,0.818181818182,0.6,1.0,1.0,0.826086956522
Run8,0.75,0.923076923077,0.916666666667,0.733333333333,1.0,1.0,0.893617021277
Run9,0.8125,0.866666666667,0.833333333333,0.714285714286,0.947368421053,1.0,0.872340425532
Run10,0.9375,0.681818181818,0.416666666667,1.0,1.0,0.947368421053,0.826086956522
Run11,0.9375,0.882352941176,0.916666666667,0.846153846154,0.9,1.0,0.916666666667
Run12,0.875,0.875,0.769230769231,0.769230769231,0.947368421053,0.947368421053,0.875
